asset_id,lon,lat,occupancy_type,value,deductible,limit,construction_type,basement,floors
A00492,-0.76,51.25073344197703,residential,845192.0,8452.0,845191.5767999926,masonry,0,1
A00493,-0.8632460270325155,51.406980076656126,residential,279211.0,2792.0,279211.34825655987,steel_frame,1,2
A00494,-1.0834797186399912,51.42735966349692,residential,300527.0,3005.0,300526.97768971074,wood_frame,1,2
A00495,-0.843237651835193,51.58760011815851,residential,243243.0,2432.0,243242.7048472702,wood_frame,0,2
A00496,-0.8493268083693942,51.56297551329482,residential,192222.0,1922.0,192222.44822387584,wood_frame,0,1
A00497,-0.9058260431003108,51.444017542675645,residential,271030.0,2710.0,271029.8456617907,masonry,1,1
A00498,-0.9143679365876546,51.24112979586505,residential,421190.0,4212.0,421189.5104517344,wood_frame,1,1
A00499,-0.9837769261818028,51.39629078956231,residential,264512.0,2645.0,264512.37811742054,wood_frame,0,2
A00500,-1.0933805274284432,51.37386997975028,residential,338092.0,3381.0,338091.5933341322,masonry,1,2
A00501,-1.0586613643423095,51.628152711207136,residential,228630.0,2286.0,228629.80411498848,steel_frame,1,3
A00502,-0.8768040085665324,51.49909475346956,commercial,2152699.0,21527.0,2152699.352642672,steel_frame,1,2
A00503,-0.9939452295911008,51.386072979348384,residential,138983.0,1390.0,138983.0369560208,masonry,0,1
A00504,-0.819475996581361,51.369574599647834,residential,303721.0,3037.0,303720.93807363306,masonry,1,1
A00505,-0.985364601941572,51.53470753169301,residential,299113.0,2991.0,299112.6706338938,steel_frame,0,1
A00506,-1.1886598069371184,51.25926970809868,residential,271588.0,2716.0,271588.4684546311,wood_frame,0,1
A00507,-0.995800610901787,51.55497730505334,residential,167370.0,1674.0,167370.43639668933,concrete,1,2
A00508,-0.9235369548079797,51.495069220537154,commercial,597927.0,5979.0,597926.7193684806,masonry,0,2
A00509,-0.9687137790526628,51.39847222582603,residential,227779.0,2278.0,227778.7025830251,concrete,1,2
A00510,-0.9412317238230893,51.51123552000508,commercial,921754.0,9218.0,921753.74114894,concrete,1,2
A00511,-1.0900309688041259,51.383103928503274,residential,161732.0,1617.0,161731.65513428592,wood_frame,1,3
A00512,-0.8004929166997555,51.27870085420661,commercial,612874.0,6129.0,612874.24846716,concrete,1,2
A00513,-1.0743262601862344,51.39094536517994,residential,300764.0,3008.0,300764.27517308784,masonry,1,1
A00514,-0.8809633488622096,51.241060372852274,commercial,1277072.0,12771.0,1277071.8379366589,steel_frame,0,2
A00515,-0.9770504605246311,51.255717095000556,residential,203073.0,2031.0,203072.92192636136,masonry,1,1
A00516,-1.1264660677113438,51.3999974519729,residential,193523.0,1935.0,193522.62011489764,masonry,0,1
A00517,-0.8226756973438043,51.55828054112982,commercial,689665.0,6897.0,689665.0162797743,steel_frame,0,2
A00518,-1.19,51.30350534435153,commercial,2117618.0,21176.0,2117617.7201290685,concrete,0,2
A00519,-1.0811053678426863,51.4253348668161,residential,293231.0,2932.0,293230.8642553235,concrete,1,1
A00520,-0.9612061098643574,51.621368859527635,industrial,1448351.0,14484.0,1448351.4619485599,steel_frame,0,1
A00521,-1.0004549477828748,51.559255123186574,residential,351284.0,3513.0,351284.4371927857,wood_frame,1,1
A00522,-0.91189054192183,51.58978922979364,industrial,3309847.0,33098.0,3309846.6845560153,concrete,0,1
A00523,-0.9603390752637038,51.4967368908878,residential,372089.0,3721.0,372089.2717794381,wood_frame,0,1
A00524,-1.015293492862023,51.46151952279896,industrial,898769.0,8988.0,898768.9084693617,concrete,0,1
A00525,-0.76,51.458556093821386,commercial,862631.0,8626.0,862631.4136370542,wood_frame,0,2
A00526,-0.9883314656879084,51.466506721055154,industrial,1285736.0,12857.0,1285736.1496420053,masonry,1,1
A00527,-1.0187259875463608,51.41063960855437,residential,218916.0,2189.0,218915.88160450125,masonry,0,1
A00528,-1.111829639844961,51.36785654723132,residential,161163.0,1612.0,161162.8075713305,wood_frame,0,2
A00529,-1.046354887050631,51.317862436028165,commercial,774561.0,7746.0,774561.0370213054,concrete,1,1
A00530,-0.8846965030100433,51.2467753016433,residential,168784.0,1688.0,168783.99401378067,wood_frame,1,2
A00531,-0.9481251046533782,51.371344595587374,residential,277890.0,2779.0,277890.14838804316,wood_frame,0,1
A00532,-0.9512696745697418,51.5356590241026,residential,250641.0,2506.0,250640.57346374862,masonry,1,2
A00533,-1.0507897661581937,51.44660136678418,industrial,901743.0,9017.0,901742.8746635476,masonry,1,3
A00534,-0.8838895838798695,51.2872350027597,residential,135601.0,1356.0,135600.81748469587,masonry,0,1
A00535,-1.1311298553065143,51.553823223583855,residential,208488.0,2085.0,208487.86335985665,wood_frame,0,1
A00536,-0.987281061584503,51.23700002358293,residential,309888.0,3099.0,309888.3456878453,steel_frame,1,1
A00537,-1.0196801202070847,51.601762189527534,residential,293339.0,2933.0,293339.140736253,wood_frame,1,3
A00538,-1.0381555401257787,51.48724012112572,residential,240948.0,2409.0,240947.62564558955,wood_frame,1,1
A00539,-0.9641188076877787,51.448005459350846,residential,77411.0,774.0,77410.86673268133,wood_frame,1,1
A00540,-1.0736657057028198,51.38916944221309,residential,207325.0,2073.0,207324.56071705293,masonry,0,2
A00541,-1.0436423781720943,51.55826272189528,residential,190200.0,1902.0,190199.62519142596,masonry,0,1
A00542,-0.7802786397759912,51.22278073932708,residential,219221.0,2192.0,219220.6976280696,masonry,1,2
A00543,-0.8840704096487105,51.22652449145958,commercial,578603.0,5786.0,578602.5965325285,concrete,0,3
A00544,-0.8696692989963463,51.43332905176207,residential,211826.0,2118.0,211825.9276521606,wood_frame,0,3
A00545,-0.9831902632891478,51.34179858201147,residential,195250.0,1953.0,195250.41579349944,masonry,0,2
A00546,-0.9098595708421483,51.384636238714165,commercial,2300607.0,23006.0,2300606.6844082554,steel_frame,0,3
A00547,-0.9066825878172373,51.440005339979656,residential,315592.0,3156.0,315592.1698376231,masonry,0,1
A00548,-0.8306259020082158,51.23794712989457,residential,230380.0,2304.0,230380.25515150788,wood_frame,0,1
A00549,-0.7668124893718473,51.62305499185822,commercial,872663.0,8727.0,872663.4903821206,concrete,1,1
A00550,-0.9713711755478225,51.497832803663705,residential,236457.0,2365.0,236457.1042556249,masonry,1,1
A00551,-0.9203102354174515,51.260546207892624,residential,263364.0,2634.0,263364.339518175,masonry,1,1
A00552,-0.9519696055690628,51.522830181605975,commercial,769875.0,7699.0,769874.7694085279,concrete,1,2
A00553,-1.19,51.438489307271176,residential,244995.0,2450.0,244994.71729766537,wood_frame,0,1
A00554,-1.0871543004538617,51.50164815040793,residential,353434.0,3534.0,353433.97970138525,wood_frame,0,1
A00555,-0.9447193580540302,51.52246069089457,residential,330041.0,3300.0,330040.7382996984,wood_frame,1,1
A00556,-0.9408811721725474,51.62645997653389,residential,274749.0,2747.0,274749.0471857832,masonry,1,3
A00557,-1.0037438926378335,51.26854407516744,residential,393441.0,3934.0,393440.8048111598,masonry,0,1
A00558,-0.8910272824258636,51.62844891190243,residential,266709.0,2667.0,266708.6935631623,concrete,0,1
A00559,-0.8707500004185706,51.4155118380495,commercial,628801.0,6288.0,628801.1006641348,masonry,0,3
A00560,-1.0005227347309746,51.30238638470516,residential,133486.0,1335.0,133486.2787685913,wood_frame,1,2
A00561,-0.8610440170043007,51.37317976049207,residential,193104.0,1931.0,193103.67425355912,concrete,0,2
A00562,-0.8270379531203534,51.369370579822835,residential,241136.0,2411.0,241135.91888595515,masonry,0,1
A00563,-0.936597829663574,51.587094366842145,residential,283493.0,2835.0,283492.6356688192,concrete,1,1
A00564,-1.0855786008329529,51.434958587190046,residential,359800.0,3598.0,359799.9325342795,wood_frame,1,1
A00565,-0.8008083419301156,51.24735386632142,residential,201517.0,2015.0,201516.7621766535,wood_frame,1,2
A00566,-0.9617784075531235,51.513098911586226,residential,185797.0,1858.0,185797.49954875087,masonry,0,1
A00567,-1.0319905795575475,51.42408752534092,commercial,1163341.0,11633.0,1163341.2155511584,concrete,0,4
A00568,-0.9473363560971051,51.55398760448742,residential,372666.0,3727.0,372665.9871197114,concrete,1,1
A00569,-1.0041690624738493,51.23904775103951,residential,208458.0,2085.0,208457.84550102265,masonry,0,1
A00570,-0.8662034257484617,51.574651755150576,residential,277517.0,2775.0,277517.37946366554,masonry,1,2
A00571,-0.9041808709868504,51.58607331935257,residential,399518.0,3995.0,399518.10191233916,wood_frame,0,1
A00572,-0.8366573876757376,51.22337609462743,commercial,993200.0,9932.0,993199.6927423829,steel_frame,0,4
A00573,-0.9403657019574676,51.41553744466484,industrial,1450922.0,14509.0,1450921.61317138,concrete,1,4
A00574,-1.0249266885642745,51.269846472264184,residential,118839.0,1188.0,118838.83308398607,wood_frame,0,1
A00575,-1.0014368646575968,51.43706215706438,residential,392585.0,3926.0,392584.56247939484,steel_frame,0,1
A00576,-0.8578289696648747,51.25656927191607,residential,309041.0,3090.0,309040.8088425873,wood_frame,0,1
A00577,-1.020693647429826,51.583688349431924,residential,257644.0,2576.0,257643.859138383,concrete,1,1
A00578,-0.76,51.29529341328233,industrial,1256350.0,12563.0,1256349.9803029266,steel_frame,0,2
A00579,-0.9729745909265928,51.49396036123623,residential,159166.0,1592.0,159165.78456751184,wood_frame,0,1
A00580,-1.0098448705073049,51.48796501727108,residential,238042.0,2380.0,238041.52223144736,wood_frame,1,2
A00581,-0.8781886987007113,51.35153553499232,residential,237447.0,2374.0,237447.32300507266,wood_frame,1,1
A00582,-0.88735919766629,51.30793267508036,residential,362354.0,3624.0,362353.5770257351,concrete,0,1
A00583,-0.9910151275178908,51.595248562536966,residential,161116.0,1611.0,161115.87838311668,masonry,0,2
A00584,-0.9743777539406707,51.236316589404005,residential,408840.0,4088.0,408840.4597767587,masonry,1,1
A00585,-0.9312443317654469,51.32418956245765,industrial,1497397.0,14974.0,1497396.5154044884,concrete,0,2
A00586,-0.9109385895510232,51.353952829903925,residential,373900.0,3739.0,373900.2172508873,concrete,0,1
A00587,-0.892634548918545,51.45950976041958,residential,175391.0,1754.0,175391.08612869485,wood_frame,0,2
A00588,-1.0324579163349032,51.37136832846866,residential,278407.0,2784.0,278407.35499186476,wood_frame,0,2
A00589,-0.9018835779080391,51.26565897769193,residential,378313.0,3783.0,378312.7407809241,wood_frame,1,2
A00590,-0.8887234471246468,51.453837553286306,commercial,923911.0,9239.0,923911.310173592,steel_frame,1,4
A00591,-0.8685720881236925,51.516874850238636,residential,147166.0,1472.0,147165.71248943332,masonry,0,1
A00592,-1.19,51.508960966373685,residential,219552.0,2196.0,219551.94453771133,masonry,1,1
A00593,-1.0848002480134666,51.42073150013546,residential,297464.0,2975.0,297463.6101440225,concrete,0,1
A00594,-1.0670661425974528,51.34581097174682,industrial,905298.0,9053.0,905297.6296588219,concrete,0,1
A00595,-0.9809643191384653,51.224208676528434,commercial,534615.0,5346.0,534615.2123835392,concrete,1,3
A00596,-0.9665852207711911,51.438447505632865,residential,267728.0,2677.0,267728.2287286461,steel_frame,0,1
A00597,-0.8644778696885695,51.47770241397159,residential,176614.0,1766.0,176614.43157514482,masonry,1,2
A00598,-0.9417968520995982,51.40091577027581,commercial,1126926.0,11269.0,1126925.9895991443,masonry,0,1
A00599,-1.0113282558929781,51.61327809182999,residential,163203.0,1632.0,163202.72465849368,steel_frame,0,2
A00600,-0.9565300637415532,51.30291635138553,residential,129456.0,1295.0,129456.26072196095,concrete,1,1
A00601,-0.782642326599947,51.553783211214,residential,187751.0,1878.0,187750.79278114688,wood_frame,0,1
A00602,-1.0062791222777743,51.5146994795491,commercial,1498125.0,14981.0,1498125.443228137,wood_frame,0,2
A00603,-0.9532247593866201,51.5887235264472,residential,182118.0,1821.0,182117.85044537816,concrete,0,2
A00604,-0.8341791919569921,51.59906699814783,residential,246058.0,2461.0,246058.39725364,masonry,1,1
A00605,-0.934000563011179,51.31705470664608,residential,268818.0,2688.0,268817.521715082,wood_frame,0,1
A00606,-1.19,51.59794171246002,residential,176700.0,1767.0,176700.05142092172,masonry,1,1
A00607,-0.9674129602215663,51.38532358892558,residential,361555.0,3616.0,361554.71864962834,wood_frame,0,3
A00608,-0.9860273317528389,51.498422776276904,residential,262375.0,2624.0,262375.18912354874,masonry,1,1
A00609,-1.0086975966967922,51.61068750056495,residential,288269.0,2883.0,288269.20881745405,wood_frame,0,1
A00610,-0.8604834124062378,51.46409683922452,residential,136703.0,1367.0,136702.7590360938,wood_frame,0,2
A00611,-0.922326775181018,51.45900079239004,residential,133495.0,1335.0,133494.50413679768,steel_frame,0,2
A00612,-0.973167060853783,51.24905089242325,commercial,337826.0,3378.0,337826.4597134615,concrete,1,4
A00613,-0.8760073344622108,51.46462670707427,residential,230746.0,2307.0,230746.23836393282,wood_frame,0,1
A00614,-0.9263920469791237,51.31885740241528,residential,227575.0,2276.0,227575.11310426917,masonry,0,1
A00615,-0.9936768980499705,51.379185118159704,residential,317835.0,3178.0,317834.76521805854,masonry,1,2
A00616,-0.9731882965368804,51.374921383860176,industrial,2491383.0,24914.0,2491382.9545035963,concrete,0,2
A00617,-0.9757423130265637,51.61907458715566,residential,225689.0,2257.0,225688.79091971923,steel_frame,0,2
A00618,-0.9884108745889626,51.48149608467787,residential,224503.0,2245.0,224503.2777630909,masonry,0,2
A00619,-0.9909986921712585,51.517235753158936,residential,288895.0,2889.0,288894.8935690473,wood_frame,0,3
A00620,-0.9495394522269945,51.29083362459459,commercial,1517957.0,15180.0,1517957.279542592,steel_frame,1,1
A00621,-1.084206560953005,51.344756694539406,industrial,1109085.0,11091.0,1109085.0675682444,steel_frame,0,1
A00622,-1.1029635114595326,51.57976019548374,residential,307248.0,3072.0,307248.21748125536,wood_frame,0,1
A00623,-0.8153000859456024,51.26929847668182,residential,226269.0,2263.0,226268.80017035457,masonry,0,3
A00624,-1.021401994956574,51.61077826507143,residential,219434.0,2194.0,219433.97444858277,steel_frame,1,1
A00625,-1.006975175381949,51.395236900978496,residential,328332.0,3283.0,328332.2857761356,wood_frame,0,1
A00626,-1.017810930950277,51.379878308946616,commercial,673350.0,6734.0,673350.2221754228,concrete,1,2
A00627,-0.987255189123987,51.431003083510056,residential,169685.0,1697.0,169684.9167050676,concrete,0,1
A00628,-1.0011006122864956,51.40173485145127,commercial,1121704.0,11217.0,1121704.0522840838,masonry,0,1
A00629,-0.9930671966385091,51.41291824882314,residential,244616.0,2446.0,244616.04124365296,wood_frame,1,1
A00630,-1.0852277754240016,51.39383420278451,residential,225024.0,2250.0,225023.72270031122,concrete,0,1
A00631,-0.852185322724881,51.50772206052295,industrial,1413200.0,14132.0,1413199.8764436792,steel_frame,0,2
A00632,-1.0498875013307034,51.333280352115914,residential,293742.0,2937.0,293741.7074057234,masonry,0,1
A00633,-0.8473709175315919,51.28826237709628,residential,216802.0,2168.0,216802.4797627216,steel_frame,1,1
A00634,-1.19,51.39816025458108,residential,322763.0,3228.0,322763.2643442182,masonry,1,2
A00635,-1.0515635480387147,51.25620274030772,commercial,1027384.0,10274.0,1027383.9737207694,wood_frame,1,4
A00636,-0.9037223360369757,51.403424460290196,residential,414877.0,4149.0,414877.45873976813,concrete,0,1
A00637,-1.0095112535718902,51.42267842112673,residential,384637.0,3846.0,384636.7519064751,steel_frame,0,2
A00638,-1.018878664343447,51.541578516530286,residential,333345.0,3333.0,333345.1239152513,masonry,1,1
A00639,-0.9075156479678393,51.264708496767284,commercial,827812.0,8278.0,827812.1767169109,concrete,0,4
A00640,-1.109240354752721,51.38271974064591,residential,257333.0,2573.0,257332.8333451767,concrete,0,3
A00641,-0.9433708133405411,51.54002795284127,residential,200588.0,2006.0,200588.38026486972,wood_frame,1,1
A00642,-1.19,51.35868468138446,residential,670366.0,6704.0,670366.4071773692,masonry,0,1
A00643,-1.0098501198945518,51.56285044950269,residential,228471.0,2285.0,228470.7575013912,wood_frame,1,2
A00644,-1.009985872767962,51.51454065998835,residential,300015.0,3000.0,300015.3288510166,wood_frame,0,2
A00645,-0.8970320947178011,51.23710580094771,industrial,2385094.0,23851.0,2385094.1627189848,steel_frame,1,2
A00646,-0.916389089307076,51.37796421574124,commercial,551606.0,5516.0,551606.4276320796,wood_frame,0,2
A00647,-1.034145818710411,51.534210738057816,residential,184942.0,1849.0,184941.87198423746,masonry,1,3
A00648,-0.8254077542795364,51.43588121552531,residential,215095.0,2151.0,215095.40531761028,concrete,1,1
A00649,-1.007281506868414,51.495880513235235,residential,174356.0,1744.0,174356.242307513,wood_frame,1,2
A00650,-1.19,51.62591100683599,residential,158432.0,1584.0,158432.01126009237,masonry,1,1
A00651,-1.185734705246408,51.49685458022409,industrial,1236896.0,12369.0,1236895.9053196132,concrete,0,4
A00652,-0.8266571971868026,51.443880082411084,residential,388500.0,3885.0,388499.6393148938,masonry,0,1
A00653,-0.9762708452743467,51.56690757387721,residential,318414.0,3184.0,318414.28442548966,masonry,1,1
A00654,-1.0691510108531288,51.39638630094285,residential,250143.0,2501.0,250143.3656926183,wood_frame,0,1
A00655,-1.032683680580738,51.22427020087641,industrial,1497535.0,14975.0,1497534.5494815256,concrete,0,1
A00656,-1.0887426876550297,51.33171481255731,residential,138143.0,1381.0,138143.03447985955,wood_frame,0,2
A00657,-0.8305459368410566,51.46383796456213,residential,315422.0,3154.0,315422.4822002482,masonry,0,2
A00658,-1.004799207993417,51.608781590026915,residential,286945.0,2869.0,286945.013842445,wood_frame,0,1
A00659,-0.7832022700106472,51.46892554220504,residential,169218.0,1692.0,169217.57928894315,steel_frame,0,1
A00660,-1.0027981484575275,51.33631981097188,industrial,1594634.0,15946.0,1594634.3448679755,concrete,0,3
A00661,-1.19,51.62721518152009,residential,231085.0,2311.0,231085.46946897576,concrete,0,2
A00662,-0.920372693425113,51.38406414838691,residential,206196.0,2062.0,206196.48575001577,masonry,0,2
A00663,-1.0027648346366356,51.31339950155143,industrial,1049265.0,10493.0,1049265.4778235632,steel_frame,1,4
A00664,-1.0021728025640966,51.44669703168294,residential,195154.0,1952.0,195153.5571278969,masonry,1,1
A00665,-0.8414896237293648,51.361062676512,residential,177736.0,1777.0,177735.69622818753,steel_frame,0,1
A00666,-0.9714181183997105,51.26574129855863,industrial,1743641.0,17436.0,1743641.4942989154,steel_frame,0,1
A00667,-0.8288351786300243,51.512240679036296,residential,281003.0,2810.0,281002.8427805864,wood_frame,0,2
A00668,-0.9465582844858588,51.503498895541405,residential,276827.0,2768.0,276827.188835364,masonry,0,2
A00669,-1.0760722971955934,51.61859650451916,residential,231992.0,2320.0,231992.48249546412,concrete,0,1
A00670,-0.8959051468953849,51.27610528741409,commercial,771843.0,7718.0,771843.274860897,steel_frame,0,2
A00671,-1.0469786785065693,51.59332158594598,residential,505567.0,5056.0,505566.7159587316,wood_frame,1,2
A00672,-0.831641425849416,51.54684524184514,residential,128869.0,1289.0,128869.36227108442,concrete,1,2
A00673,-0.8775894614719242,51.323767146051026,residential,376008.0,3760.0,376008.15456683154,masonry,1,2
A00674,-0.9916679119023826,51.41650376065955,residential,279940.0,2799.0,279940.4695602156,concrete,1,1
A00675,-0.8952448317009541,51.478359093691026,residential,253409.0,2534.0,253408.822573936,masonry,1,2
A00676,-0.9351460177602334,51.34912812419488,residential,206987.0,2070.0,206986.6299314144,wood_frame,1,2
A00677,-0.9725767180797492,51.26409666786876,residential,229122.0,2291.0,229121.6993472612,wood_frame,0,1
A00678,-0.8753480279870431,51.56320326283768,residential,163319.0,1633.0,163319.39480808383,masonry,0,1
A00679,-0.9732663846551655,51.28752513031977,residential,152204.0,1522.0,152204.15422309222,masonry,0,1
A00680,-0.9339011336139803,51.42119502419056,commercial,856440.0,8564.0,856440.0384288561,steel_frame,0,2
A00681,-1.0989150559591736,51.39945743688853,residential,138556.0,1386.0,138556.39397174423,masonry,1,3
A00682,-0.9745542351597304,51.59024155330478,commercial,1194839.0,11948.0,1194839.0429194018,concrete,1,1
A00683,-0.9350148681001651,51.44916087296799,residential,365515.0,3655.0,365514.5578606698,wood_frame,0,2
A00684,-1.0835611502454885,51.39400585529657,residential,74208.0,742.0,74207.98223002585,masonry,0,2
A00685,-1.042996606429364,51.6204907697305,residential,143682.0,1437.0,143681.93774312056,masonry,0,1
A00686,-1.0528847807559483,51.36454345018034,residential,272166.0,2722.0,272166.02983538783,wood_frame,1,1
A00687,-0.8720633423968889,51.5178605250762,residential,266509.0,2665.0,266508.603563987,wood_frame,1,2
A00688,-1.039449329477569,51.315922382448676,residential,257308.0,2573.0,257308.44020749844,masonry,0,2
A00689,-0.9032832662209291,51.53045969854869,residential,286862.0,2869.0,286862.34653140994,masonry,1,1
A00690,-0.7939039616932743,51.52801329017032,commercial,1157058.0,11571.0,1157057.662715906,masonry,1,2
A00691,-0.9262118537645655,51.55954361351205,residential,335147.0,3351.0,335146.65719985013,wood_frame,1,2
A00692,-1.1575153830872424,51.41873838867747,residential,463146.0,4631.0,463146.36225010065,steel_frame,0,1
A00693,-0.9512037979288649,51.31108304597485,commercial,899592.0,8996.0,899591.8854130013,wood_frame,0,3
A00694,-0.8511364243513897,51.479113582587345,residential,334958.0,3350.0,334958.06427949347,wood_frame,0,1
A00695,-1.0148274454831234,51.5931919958878,commercial,505065.0,5051.0,505064.73750017904,concrete,0,1
A00696,-0.878697884592073,51.34702629308516,residential,236477.0,2365.0,236477.4814425575,wood_frame,0,2
A00697,-0.8930330827228896,51.228265850734665,residential,161592.0,1616.0,161592.2688766186,masonry,1,1
A00698,-0.9118311172063515,51.295848812527154,commercial,1451867.0,14519.0,1451867.2485508958,concrete,0,3
A00699,-1.018247416230259,51.6024961109957,residential,560797.0,5608.0,560796.660809423,wood_frame,0,2
A00700,-1.009472290358964,51.22248331781153,residential,299382.0,2994.0,299382.4904225434,masonry,1,1
A00701,-0.9737486343626388,51.2420828543703,residential,157126.0,1571.0,157125.74118423593,wood_frame,0,1
A00702,-0.9379136569725356,51.260316290736874,residential,238142.0,2381.0,238141.79833194456,concrete,0,1
A00703,-0.9282559572380841,51.58565457526047,residential,250296.0,2503.0,250296.074947392,masonry,1,2
A00704,-0.9608294127315167,51.37715972187316,residential,265582.0,2656.0,265582.0706045836,concrete,0,2
A00705,-0.9751804534629801,51.50356049354112,residential,362754.0,3628.0,362753.7072522199,wood_frame,0,1
A00706,-0.9376752162793807,51.509408797562195,industrial,2076168.0,20762.0,2076167.5455987288,steel_frame,1,2
A00707,-0.9643551905239051,51.397941734075346,industrial,588207.0,5882.0,588206.7125308391,steel_frame,0,1
A00708,-1.1067552865092072,51.52027691525562,commercial,1439340.0,14393.0,1439340.0281345902,steel_frame,0,4
A00709,-1.076809412024263,51.40910260461346,residential,208306.0,2083.0,208305.9380719963,concrete,1,1
A00710,-1.0605615196914857,51.44215620494407,residential,203801.0,2038.0,203801.12329818652,masonry,0,1
A00711,-1.0086719756750022,51.345793824761905,commercial,1465068.0,14651.0,1465068.4324115324,masonry,1,2
A00712,-0.9864286416916431,51.22079565256619,commercial,812756.0,8128.0,812755.8491491051,concrete,0,3
A00713,-0.9907156490449399,51.46325631900275,industrial,920611.0,9206.0,920611.1761245006,concrete,1,1
A00714,-1.0634121914104895,51.32890868624581,residential,155873.0,1559.0,155872.67893129907,wood_frame,0,2
A00715,-0.9117356935087109,51.332817086903454,residential,252959.0,2530.0,252959.22601928777,wood_frame,0,1
A00716,-0.9483417374925603,51.580307284865256,residential,340589.0,3406.0,340588.6578631544,steel_frame,0,2
A00717,-1.1641632786163012,51.36835870140966,commercial,1509285.0,15093.0,1509284.818599331,concrete,1,2
A00718,-0.9422557923898881,51.26196505798525,industrial,1401270.0,14013.0,1401270.4645661905,steel_frame,0,3
A00719,-1.0673660898351833,51.47845165960377,residential,210447.0,2104.0,210447.15232803195,masonry,1,1
A00720,-0.8111313700235943,51.440760629599794,residential,437586.0,4376.0,437585.9400497665,masonry,0,1
A00721,-0.9924664878140043,51.243603333459866,residential,211260.0,2113.0,211259.56816119287,masonry,0,2
A00722,-1.036993842573075,51.3630535564193,residential,413055.0,4131.0,413054.6116116514,steel_frame,0,1
A00723,-0.951171412074354,51.47059515533591,residential,269178.0,2692.0,269177.9134782731,masonry,0,1
A00724,-1.0001464480143822,51.334684889927445,residential,269446.0,2694.0,269446.36447941634,wood_frame,0,1
A00725,-1.0070267457423252,51.624322573798715,residential,228377.0,2284.0,228377.157391032,wood_frame,1,1
A00726,-0.798534157956704,51.54757669951331,residential,275131.0,2751.0,275130.81290018366,wood_frame,0,1
A00727,-0.9680789782248225,51.426726927457466,residential,210787.0,2108.0,210786.900978743,concrete,1,1
A00728,-0.9031604429635421,51.595367061782675,residential,195535.0,1955.0,195535.42703038506,wood_frame,1,1
A00729,-0.8379558039073101,51.23424370520215,industrial,1419204.0,14192.0,1419204.0962241802,concrete,0,3
A00730,-1.060779513916865,51.3120611066879,residential,197524.0,1975.0,197524.23818992623,masonry,0,2
A00731,-0.8174945628947219,51.595081360518776,residential,275862.0,2759.0,275862.41851726145,wood_frame,0,1
A00732,-0.9206263526490145,51.428574239926576,industrial,1533141.0,15331.0,1533140.6499212002,steel_frame,1,3
A00733,-0.8541160160486732,51.289784920668765,residential,226264.0,2263.0,226264.07204071418,wood_frame,0,1
A00734,-1.0577902302666498,51.453737050433574,residential,231273.0,2313.0,231272.68671554618,steel_frame,1,3
A00735,-0.8617666443771312,51.51939466322173,commercial,824213.0,8242.0,824213.1583759054,concrete,0,3
A00736,-0.9201557492887658,51.467400566909916,industrial,2734877.0,27349.0,2734876.8469241876,concrete,0,1
A00737,-1.0021796738398396,51.238810555743434,commercial,889970.0,8900.0,889969.546403371,concrete,1,4
A00738,-0.76,51.23505914102324,residential,201464.0,2015.0,201464.05376027216,wood_frame,0,1
A00739,-0.9464885256368175,51.38690576694154,residential,223619.0,2236.0,223619.04451338205,concrete,0,1
A00740,-0.9785662077693649,51.22666694978777,residential,312705.0,3127.0,312705.3401680905,wood_frame,0,1
A00741,-0.9244187600347613,51.25447283654552,residential,231192.0,2312.0,231192.47432390664,masonry,0,2
A00742,-0.8605427883468635,51.48345143381653,commercial,846914.0,8469.0,846913.9117763084,concrete,0,1
A00743,-0.888930406889189,51.399764950897676,residential,226719.0,2267.0,226719.28261506482,masonry,1,1
A00744,-0.8855231280607487,51.25506301464518,residential,262694.0,2627.0,262694.4722413644,masonry,1,2
A00745,-0.8531530301424213,51.5793463001642,residential,284303.0,2843.0,284303.0489047646,concrete,1,2
A00746,-0.8532845507836267,51.371079619613965,residential,289620.0,2896.0,289620.42649802094,steel_frame,1,1
A00747,-1.1003833626883837,51.582100375159705,residential,139904.0,1399.0,139904.1891779747,concrete,1,1
A00748,-1.0082816688498595,51.46978820177925,residential,170691.0,1707.0,170690.5285688213,masonry,1,1
A00749,-1.050532012774082,51.47459677669663,residential,98855.0,989.0,98855.04227261423,wood_frame,0,1
A00750,-0.9930568716544377,51.39385254514214,industrial,1969130.0,19691.0,1969129.6095477352,steel_frame,1,3
A00751,-0.8019153587885195,51.49551780149012,residential,365368.0,3654.0,365368.2474016333,concrete,0,1
A00752,-0.9033688877375057,51.31984838821602,residential,390746.0,3907.0,390746.07576997206,masonry,0,1
A00753,-1.0775007715871274,51.325545104415475,residential,260700.0,2607.0,260700.42501599595,masonry,0,1
A00754,-1.003667760497108,51.57871255964721,residential,370573.0,3706.0,370572.8555289776,wood_frame,1,3
A00755,-0.8543880092909657,51.30353229134577,residential,244718.0,2447.0,244717.68786160098,masonry,1,1
A00756,-1.0551764909633259,51.37827962446917,residential,237651.0,2377.0,237650.64783862597,masonry,0,3
A00757,-0.9538338901815754,51.525335154732744,residential,144612.0,1446.0,144611.98450000185,masonry,1,2
A00758,-0.9628041750097474,51.35530062157297,residential,188551.0,1886.0,188550.70256315471,wood_frame,1,1
A00759,-1.18201698861334,51.37005187135744,commercial,725567.0,7256.0,725567.3930247321,steel_frame,0,1
